DATE,BAMLC0A2CAAEY
2021-08-24,1.72
2021-08-25,1.75
2021-08-26,1.74
2021-08-27,1.71
2021-08-30,1.69
2021-08-31,1.71
2021-09-01,1.71
2021-09-02,1.71
2021-09-03,1.72
2021-09-06,1.72
2021-09-07,1.75
2021-09-08,1.73
2021-09-09,1.70
2021-09-10,1.72
2021-09-13,1.70
2021-09-14,1.68
2021-09-15,1.69
2021-09-16,1.71
2021-09-17,1.73
2021-09-20,1.69
2021-09-21,1.70
2021-09-22,1.71
2021-09-23,1.75
2021-09-24,1.78
2021-09-27,1.78
2021-09-28,1.82
2021-09-29,1.83
2021-09-30,1.86
2021-10-01,1.81
2021-10-04,1.83
2021-10-05,1.85
2021-10-06,1.85
2021-10-07,1.89
2021-10-08,1.92
2021-10-11,1.92
2021-10-12,1.92
2021-10-13,1.90
2021-10-14,1.87
2021-10-15,1.90
2021-10-18,1.91
2021-10-19,1.94
2021-10-20,1.94
2021-10-21,1.98
2021-10-22,1.98
2021-10-25,1.96
2021-10-26,1.94
2021-10-27,1.89
2021-10-28,1.92
2021-10-29,1.92
2021-10-31,1.92
2021-11-01,1.94
2021-11-02,1.91
2021-11-03,1.93
2021-11-04,1.88
2021-11-05,1.82
2021-11-08,1.85
2021-11-09,1.81
2021-11-10,1.91
2021-11-11,1.91
2021-11-12,1.95
2021-11-15,1.98
2021-11-16,2.00
2021-11-17,1.98
2021-11-18,1.97
2021-11-19,1.94
2021-11-22,2.02
2021-11-23,2.05
2021-11-24,2.05
2021-11-25,2.05
2021-11-26,1.96
2021-11-29,1.98
2021-11-30,1.95
2021-12-01,1.96
2021-12-02,1.99
2021-12-03,1.91
2021-12-06,1.98
2021-12-07,2.00
2021-12-08,2.02
2021-12-09,2.02
2021-12-10,2.02
2021-12-13,1.98
2021-12-14,2.00
2021-12-15,2.02
2021-12-16,1.98
2021-12-17,1.97
2021-12-20,1.99
2021-12-21,2.02
2021-12-22,2.00
2021-12-23,2.02
2021-12-24,.
2021-12-27,2.01
2021-12-28,2.00
2021-12-29,2.03
2021-12-30,2.01
2021-12-31,2.02
2022-01-03,2.12
2022-01-04,2.14
2022-01-05,2.16
2022-01-06,2.19
2022-01-07,2.21
2022-01-10,2.23
2022-01-11,2.22
2022-01-12,2.21
2022-01-13,2.20
2022-01-14,2.26
2022-01-17,2.26
2022-01-18,2.35
2022-01-19,2.32
2022-01-20,2.34
2022-01-21,2.29
2022-01-24,2.30
2022-01-25,2.34
2022-01-26,2.38
2022-01-27,2.41
2022-01-28,2.41
2022-01-31,2.44
2022-02-01,2.43
2022-02-02,2.40
2022-02-03,2.46
2022-02-04,2.56
2022-02-07,2.56
2022-02-08,2.58
2022-02-09,2.57
2022-02-10,2.69
2022-02-11,2.65
2022-02-14,2.71
2022-02-15,2.74
2022-02-16,2.74
2022-02-17,2.72
2022-02-18,2.70
2022-02-21,2.70
2022-02-22,2.73
2022-02-23,2.76
2022-02-24,2.79
2022-02-25,2.79
2022-02-28,2.67
2022-03-01,2.57
2022-03-02,2.72
2022-03-03,2.72
2022-03-04,2.67
2022-03-07,2.73
2022-03-08,2.87
2022-03-09,2.93
2022-03-10,3.00
2022-03-11,3.01
2022-03-14,3.13
2022-03-15,3.14
2022-03-16,3.15
2022-03-17,3.09
2022-03-18,3.04
2022-03-21,3.17
2022-03-22,3.20
2022-03-23,3.15
2022-03-24,3.17
2022-03-25,3.29
2022-03-28,3.29
2022-03-29,3.21
2022-03-30,3.17
2022-03-31,3.15
2022-04-01,3.20
2022-04-04,3.21
2022-04-05,3.31
2022-04-06,3.36
2022-04-07,3.37
2022-04-08,3.44
2022-04-11,3.50
2022-04-12,3.45
2022-04-13,3.44
2022-04-14,3.53
2022-04-15,.
2022-04-18,3.56
2022-04-19,3.64
2022-04-20,3.60
2022-04-21,3.70
2022-04-22,3.72
2022-04-25,3.66
2022-04-26,3.61
2022-04-27,3.63
2022-04-28,3.69
2022-04-29,3.74
2022-04-30,3.75
2022-05-02,3.85
2022-05-03,3.82
2022-05-04,3.76
2022-05-05,3.88
2022-05-06,3.91
2022-05-09,3.89
2022-05-10,3.83
2022-05-11,3.78
2022-05-12,3.71
2022-05-13,3.81
2022-05-16,3.78
2022-05-17,3.87
2022-05-18,3.83
2022-05-19,3.81
2022-05-20,3.76
2022-05-23,3.81
2022-05-24,3.71
2022-05-25,3.65
2022-05-26,3.61
2022-05-27,3.60
2022-05-30,3.60
2022-05-31,3.70
2022-06-01,3.77
2022-06-02,3.76
2022-06-03,3.79
2022-06-06,3.86
2022-06-07,3.82
2022-06-08,3.86
2022-06-09,3.89
2022-06-10,4.05
2022-06-13,4.29
2022-06-14,4.40
2022-06-15,4.30
2022-06-16,4.25
2022-06-17,4.21
2022-06-20,4.21
2022-06-21,4.26
2022-06-22,4.15
2022-06-23,4.09
2022-06-24,4.12
2022-06-27,4.17
2022-06-28,4.19
2022-06-29,4.11
2022-06-30,4.05
2022-07-01,3.99
2022-07-04,3.99
2022-07-05,3.93
2022-07-06,4.03
2022-07-07,4.06
2022-07-08,4.13
2022-07-11,4.04
2022-07-12,4.02
2022-07-13,4.01
2022-07-14,4.04
2022-07-15,4.01
2022-07-18,4.02
2022-07-19,4.07
2022-07-20,4.07
2022-07-21,3.93
2022-07-22,3.83
2022-07-25,3.88
2022-07-26,3.87
2022-07-27,3.82
2022-07-28,3.76
2022-07-29,3.72
2022-07-31,3.73
2022-08-01,3.71
2022-08-02,3.84
2022-08-03,3.84
2022-08-04,3.78
2022-08-05,3.94
2022-08-08,3.88
2022-08-09,3.93
2022-08-10,3.89
2022-08-11,3.94
2022-08-12,3.91
2022-08-15,3.86
2022-08-16,3.89
2022-08-17,3.96
2022-08-18,3.94
2022-08-19,4.03
2022-08-22,4.10
2022-08-23,4.10
2022-08-24,4.14
2022-08-25,4.07
2022-08-26,4.09
2022-08-29,4.17
2022-08-30,4.17
2022-08-31,4.21
2022-09-01,4.34
2022-09-02,4.26
2022-09-05,4.26
2022-09-06,4.40
2022-09-07,4.33
2022-09-08,4.35
2022-09-09,4.37
2022-09-12,4.39
2022-09-13,4.49
2022-09-14,4.48
2022-09-15,4.53
2022-09-16,4.54
2022-09-19,4.57
2022-09-20,4.62
2022-09-21,4.60
2022-09-22,4.76
2022-09-23,4.80
2022-09-26,4.97
2022-09-27,5.08
2022-09-28,4.90
2022-09-29,4.98
2022-09-30,5.02
2022-10-03,4.88
2022-10-04,4.84
2022-10-05,4.92
2022-10-06,4.96
2022-10-07,5.04
2022-10-10,5.04
2022-10-11,5.13
2022-10-12,5.11
2022-10-13,5.21
2022-10-14,5.25
2022-10-17,5.24
2022-10-18,5.20
2022-10-19,5.33
2022-10-20,5.41
2022-10-21,5.39
2022-10-24,5.40
2022-10-25,5.27
2022-10-26,5.21
2022-10-27,5.13
2022-10-28,5.19
2022-10-31,5.26
2022-11-01,5.25
